"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Análisis bibliográfico de la aplicación de las ontologías en el ámbito del e-learning proponiendo un Framework para la definición semántica en el área evaluación del proceso de enseñanza-aprendizaje","https://scispace.com/paper/analisis-bibliografico-de-la-aplicacion-de-las-ontologias-en-i83xyfb2fd","2014","","","Andrea Scoreanzi
Lucila Romero","","https://scispace.com/pdf/analisis-bibliografico-de-la-aplicacion-de-las-ontologias-en-i83xyfb2fd.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on e‑learning ontologies and OWL semantics; does not address Verifiable Credentials, their model, or any mapping to VC concepts.","El uso de ontologías, como herramientas para guiar la generación, organización y personalización de contenidos de e-learning incluyendo las evaluaciones, ha ido cobrando importancia, ya que pueden representar el conocimiento de un dominio dado y tienen la capacidad de razonar sobre ello. Este trabajo presenta un modelo que conceptualiza el avance alcanzado en el uso de tecnologías semánticas aplicadas a la evaluación, que es resultado de un profundo análisis bibliográfico de los factores involucrados en la construcción de modelos educativos para evaluación del aprendizaje en entornos e-learning. El modelo sirve de referencia para los interesados en un proyecto de e-learning ya que su éxito depende en gran medida de la calidad de las aplicaciones y herramientas utilizadas como soporte para el proceso de enseñanza-aprendizaje."
"Data Model and domain-specific ontologies implementation","https://scispace.com/paper/data-model-and-domain-specific-ontologies-implementation-mabz28thii2y","2022","Journal Article","","DE SABBATA Piero
Massa, Gilda","10.5281/zenodo.14007106","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on eBIZ‑based data model for TRICK, using XML schemas; no mention of W3C Verifiable Credentials, related ontologies, or formal mappings.","&lt;p&gt;The main results of task T2.2 &ldquo;Semantic model and domain-specific ontologies presentations&rdquo; are reported in this document, which is the logical continuation of the deliverable &ldquo;D1.4 Harmonized set of semantic standards, ontologies, nomenclatures outcomes&rdquo;.&lt;/p&gt; &lt;p&gt;The aim of D2.2 is to represent the main results related to data modelling, data collection and exchange specifications by providing the project and specifically the developers with several resources, artifacts, guides, etc. available on a public web framework. A significant effort was dedicated to the definition of data structures, nomenclatures and taxonomies, targeted for the specific topics of TRICK domain and services. The taxonomy of manufacturing operations in TC sector, reported in ANNEX B, is the most relevant, as it is an update of an outcome of the European project SET &ldquo;Save energy in textile SMEs&rdquo;, and collects inputs in particular on the Recycling phases from several TRICK project partners.&lt;/p&gt; &lt;p&gt;The requirements for supporting data collection along a highly fragmented supply chain, as described in D1.4, leaded us to focus on inter-company data exchanges and on their implementation through business documents that are the digital equivalent of the traditional paper based exchanges adopted by the companies, especially the smaller ones. For this reason, we have a strong attention on data exchanges standards and the effort to build upon the existing ones.&lt;/p&gt; &lt;p&gt;Starting from the state-of-the art reported in D1.4, the eBIZ specification framework was chosen as a basis for building the TRICK data model, improving its &ldquo;eBIZ Document Factory&rdquo; (see section 2.3) through its customization for TRICK and the development of additional features. Moreover, it was decided not to formalize the ontology in the classical RDF/OWL format, but to support it through an accessible online dictionary and to provide XML Schemas, in order to facilitate the work of developers in obtaining the corresponding data structures directly from an XML structure.&lt;/p&gt; &lt;p&gt;The approach followed for the replication in the Food sector is described in Chapter 4. The partners involved in the pilot at the time of writing are still working on the finalization of the two use cases under analysis; in parallel, the first analysis of the information and documents that must be exchanged was completed.&lt;/p&gt; &lt;p&gt;The analysis carried out to build the data model presented in this document was conducted starting from the TC sector and related pilots, identifying the common and transversal elements (see section 3.2) and highlighting which set of data could be mapped for the Food sector.Once the defined data model will be tested for the TC pilots, it will also be mapped on the specific features of Food pilots.&lt;/p&gt; &lt;p&gt;The Chapter 5 reports the preliminary approach of the Holonix Ecosystem Data manager adapted to handle the expected data flows and to serve the project specific uses cases, together with technical challenges and limitations. This preliminary analysis and all the results of T2.2 are the input for T2.3, which will use these outcomes to implement the data persistency layer for the TRICK platform.&lt;/p&gt; &lt;p&gt;The most important results of the Task 2.2 can be summarized as the following:&lt;br&gt;&bull; The definition of the traceability data collection (see section 2.3.1) and of the sustainability assessment data collection (see section 2.3.2), with their related eBusiness documents, which provide the mapping of the TRICK domain and of the services&rsquo; specific topics. In fact, in order to have a more detailed analysis on the specific needs of the TRICK business services, also aspects not initially foreseen by the objectives of this deliverable were considered. An example is the preliminary data mapping on the TRICK services, reported in ANNEX E, and the consequent definition of a pattern for the services&rsquo; data support (see section 3.2.2) and the usage of the eBIZ elements in the TRICK services (see section 3.2.3).&lt;br&gt;&bull; The instruments provided by the eBIZ Document Factory that are foreseen both for purposes of data structure design and maintenance as well as for on-line consultation of the delivered specifications for the developers.&lt;br&gt;&bull; The Holonix Ecosystem Data Manager (EDM) adapted and customized to handle the expected data flows in a narrow specific domain like in the TRICK case.&lt;/p&gt; &lt;p&gt;Thanks to the approach and the choices made to build the TRICK ontology, described in Chapter 1, a standardization path may be followed to release a new version of eBIZ specification. Very important, in this perspective, is the relationship with the current normative evolutions about the digital product passport (DPP) that are considered in their potential of synergies with the TRICK outcomes, both as contributors to their definition as a best practice as well as potential clients of the future infrastructure.&lt;/p&gt; "
"Tool Paper: A Lightweight Formal Encoding of a Constraint Language for DSMLs","https://scispace.com/paper/tool-paper-a-lightweight-formal-encoding-of-a-constraint-581128uzk6","2015","Proceedings Article","Model Driven Engineering Languages and Systems","Arnaud Dieumegard
Marc Pantel
Guillaume Babin
Martin Carton","","https://scispace.com/pdf/tool-paper-a-lightweight-formal-encoding-of-a-constraint-581128uzk6.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on OCL‑based constraint encoding for DSMLs; no discussion of Verifiable Credentials, their data model, or related formal mappings.","Domain Specific Modeling Languages (dsmls) plays a key role in the development of Safety Critical Systems to model system requirements and implementation. They often need to integrate property and query sub-languages. As a standardized modeling language, ocl can play a key role in their definition as they can rely both on its concepts and textual syntax which are well known in the Model Driven Engineering community. For example, most dsmls are defined using mof for their abstract syntax and ocl for their static semantics as a metamodeling dsml. OCLinEcore in the Eclipse platform is an example of such a metamodeling dsml integrating ocl as a language component in order to benefit from its property and query facilities. dsmls for Safety Critical Systems usually provide formal model verification activities for checking models completeness or consistency, and implementation correctness with respect to requirements. This contribution describes a framework to ease the definition of such formal verification tools by relying on a common translation from a subset of ocl to the Why3 verification toolset. This subset was selected to ease efficient automated verification. This framework is illustrated using a block specification language for data flow languages where a subset of ocl is used as a component language."
"Multiparty Selective Disclosure using Attribute-Based Encryption","https://scispace.com/paper/multiparty-selective-disclosure-using-attribute-based-iep861ja9c5z","2025","Proceedings Article","","Shigenori Ohashi","10.1109/compsac65507.2025.00123","https://scispace.compdf/multiparty-selective-disclosure-using-attribute-based-iep861ja9c5z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions Verifiable Credentials as a use case but provides no detailed VC model description, formal ontology/metamodel, or explicit element mappings; focuses on ABE-based selective disclosure.",""
"MDE-Based Graphical Tool for Modeling Data Provenance According to the W3C PROV Standard.","https://scispace.com/paper/mde-based-graphical-tool-for-modeling-data-provenance-gshd7n81cy","","Journal Article","","Marcos Alves Vieira
Sergio Carvalho","10.5220/0012354700003645","https://www.researchgate.net/profile/Marcos-Alves-Vieira/publication/378366051_MDE-Based_Graphical_Tool_for_Modeling_Data_Provenance_According_to_the_W3C_PROV_Standard/links/65df3cdcc3b52a1170fc6bab/MDE-Based-Graphical-Tool-for-Modeling-Data-Provenance-According-to-the-W3C-PROV-Standard.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PROV provenance modeling with an Ecore metamodel; does not address Verifiable Credentials or provide any VC‑specific formalization or mapping.",""
"D2.2 - Architecture for Attribute-based Credential Technologies - Final Version","https://scispace.com/paper/d2-2-architecture-for-attribute-based-credential-2pwf9hwkuj","2014","","","Patrik Bichsel
Jan Camenisch
Maria Dubovitskaya
Robert R. Enderlein
Stephan Krenn
Ioannis Krontiris
Anja Lehmann
Gregory Neven
Janus Dam Nielsen
Christian Paquin
Franz-Stefan Preiss
Kai Rannenberg
Ahmad Sabouri
Michael Stausholm
Jonas Lindstrøm Jensen","","https://abc4trust.eu/download/Deliverable_D2.2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ABC4Trust architecture for privacy‑preserving attribute‑based credentials; does not address W3C VC model, formalization, ontologies, or explicit VC mappings.","The goal of ABC4Trust is to address the federation and interchangeability of technologies that support trustworthy yet Privacy-preserving Attribute-based Credentials (Privacy-ABCs). Towards this goal, one of the main objectives of the project is to define a common, unified architecture for Privacy-ABC systems to allow comparing their respective features and combining them into common platforms. The first version of this architecture is described in deliverable D2.1 of the project. Its main contribution is the specification of the data artefacts exchanged between the implicated entities (i.e. issuer, user, verifier, revocation authority, etc.), in such a way that the underlying differences of concrete Privacy-ABC implementations are abstracted away through the definition of formats that can convey information independently from the mechanism-specific cryptographic data. It also defines all technology-agnostic components and corresponding APIs a system needs to implement in order to perform the corresponding operations. This Deliverable (D2.2) comes to present the final version of the architecture. This document targets to keep early adopters up-to-date, so it presents only those changes that are relevant to the development of applications and removes the details of the internal components."
"Introduction to the VIMMP ontologies","https://scispace.com/paper/introduction-to-the-vimmp-ontologies-2r6cb3n0sy08","2020","Repository","","Horsch, Martin Thomas
Chiacchiera, Silvia
Seaton, Michael A.
Todorov, Ilian T.
Toti, Daniele
Goldbeck, Gerhard","10.5281/zenodo.3936795","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on VIMMP ontologies for EU Horizon 2020 project; does not discuss W3C Verifiable Credentials, their formalization, or mappings to VC concepts.","This entry contains three files: ""Introduction to the VIMMP ontologies"" (PDF), by M. T. Horsch, S. Chiacchiera, M. A. Seaton, I. T. Todorov, D. Toti, G. Goldbeck; VIMMP ontologies, first revision of the first release, dated 2nd January 2021 (ZIP archive); A single TTL file containing the combined VIMMP ontologies. Disclaimer: The VIMMP project is funded from the EU's Horizon 2020 research and innovation programme under grant agreement no. 760907. The authors retain the right to publication and dissemination by additional means, following procedures and regulations in line with the terms and conditions from the VIMMP consortial agreement. "
"SISSI: An Architecture for Semantic Interoperable Self-Sovereign Identity-based Access Control on the Web","https://scispace.com/paper/sissi-an-architecture-for-semantic-interoperable-self-1n1w1mx1","2023","Proceedings Article","The Web Conference","Christoph Braun
Papanchev
Tobias Käfer","10.1145/3543507.3583409","https://scispace.com/pdf/sissi-an-architecture-for-semantic-interoperable-self-1n1w1mx1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses RDF and SHACL to support SSI access control, but provides only limited VC model description and no formal ontology or explicit VC‑element mapping.","We present an architecture for authentication and authorization on the Web that is based on the Self-Sovereign Identity paradigm. Using our architecture, we aim to achieve semantic interoperability across different approaches to SSI. We build on the underlying RDF data model of the W3C’s recommendation for Verifiable Credentials and specify semantic access control rules using SHACL. Our communication protocol for an authorization process is based on Decentralised Identifiers and extends the Hyperledger Aries Present Proof protocol. We propose a modular architecture that allows for flexible extension, e. g., for supporting more signature schemes or Decentralised Identifier Methods. For evaluation, we implemented a Proof-of-Concept: We show that a Web-based approach to SSI outperfoms a blockchain-based approach to SSI in terms of End-to-End execution time."
"Blockchain-Based Credential Models: Enhancing Verification With Soulbound Tokens","https://scispace.com/paper/blockchain-based-credential-models-enhancing-verification-mosu9xxnvew2","2025","Journal Article","","Deylna Manayra Felisha Rehtaliani
Andry Alamsyah","10.1109/icera66156.2025.11087269","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Soulbound Token credential model; mentions VC only for selective disclosure, without detailed VC model description, formalization, ontology, or explicit mappings.","Centralized credential verification relies on institution-controlled databases that lack cross-jurisdiction scalability, expose single points of failure, and are vulnerable to data tampering undermining fair, timely hiring processes. To address these issues, this study proposes a decentralized verification model that binds academic and professional credentials to user-controlled wallets as non-transferable Soulbound Tokens (SBTs), aligned with Ethereum draft EIP4973. Requirements were informed by a focused literature review and semi-structured interviews with experts in academia, human resources, and technology practitioners. The model is formalized through a use-case diagram, actor-role workflow, and modular pseudocode that defines registry, minting, and time-based auto-revocation logic. Sensitive data is stored off-chain via IPFS, while verification logic executes entirely on-chain. Interoperability and privacy are supported through Verifiable Credentials for selective disclosure. Conceptual validation demonstrates how the model supports real-time credential querying and automated revocation without issuer reliance. The contribution is limited to model conceptual, prototype deployment and empirical performance testing are reserved for future research."
"A Universal System for OpenID Connect Sign-ins with Verifiable Credentials and Cross-Device Flow","https://scispace.com/paper/http://arxiv.org/abs/2401.09488v1","2024","Preprint","","Felix Hoops
Florian Matthes","","https://arxiv.org/pdf/2401.09488v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Verifiable Credentials for OpenID Connect sign‑ins and briefly describes VC concepts, but provides no formal model, ontology, schema, or explicit mapping to the W3C VC Data Model.","Self-Sovereign Identity (SSI), as a new and promising identity management paradigm, needs mechanisms that can ease a gradual transition of existing services and developers towards it. Systems that bridge the gap between SSI and established identity and access management have been proposed but still lack adoption. We argue that they are all some combination of too complex, locked into specific ecosystems, have no source code available, or are not sufficiently documented. We propose a comparatively simple system that enables SSI-based sign-ins for services that support the widespread OpenID Connect or OAuth 2.0 protocols. Its handling of claims is highly configurable through a single policy and designed for cross-device authentication flows involving a smartphone identity wallet. For external interfaces, we solely rely on open standards, such as the recent OpenID for Verifiable Credentials standards. We provide our implementation as open-source software intended for prototyping and as a reference. Also, we contribute a detailed technical discussion of our particular sign-in flow. To prove its feasibility, we have successfully tested it with existing software and realistic hardware."
"Um Sistema para Inspeções de Garantia da Qualidade Baseado em Ontologias e Agentes","https://scispace.com/paper/um-sistema-para-inspecoes-de-garantia-da-qualidade-baseado-41b9c6f6vq","2013","Journal Article","Revista De Informática Teórica E Aplicada","João Pablo S. da Silva
Pablo Dall'Oglio
Sérgio Crespo C. S. Pinto
Ig Ibert Bittencourt","10.22456/2175-2745.25948","https://scispace.com/pdf/um-sistema-para-inspecoes-de-garantia-da-qualidade-baseado-41b9c6f6vq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on quality‑inspection ontologies and agents; does not address Verifiable Credentials, their data model, or any VC‑specific formalization or mapping.","A implementacao de praticas de garantia da qualidade possui uma relacao custo/beneficio dificil de balancear. Isso ocorre  porque o custo de execucao das praticas e direto, enquanto que, o beneficio obtido com estas e indireto. No intuito de melhorar essa relacao, este trabalho apresenta um sistema de suporte para as inspecoes de garantia da qualidade capaz de automatizar a definicao de escopo e o enderecamento de nao conformidades, alem de gerenciar cadastros e calcular indicadores. O sistema e formado por uma ontologia, a qual mapeia a semântica envolvida nas inspecoes de garantia da qualidade; e por agentes de software, os quais implementam as regras necessarias para automacao das atividades mencionadas. Os experimentos realizados em uma Fabrica de Software mostraram melhora na produtividade nas inspecoes, maximizando a cobertura, sem impactar no esforco demandado."
"Formal Analysis of V2X Revocation Protocols","https://scispace.com/paper/http://arxiv.org/abs/1704.07216v2","2017","Preprint","","Jorden Whitefield
Liqun Chen
Frank Kargl
Andrew Paverd
Steve Schneider
Helen Treharne
Stephan Wesemeyer","","https://arxiv.org/pdf/1704.07216v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes V2X revocation protocols with TAMARIN; does not address W3C Verifiable Credentials, their formal model, or related mappings.","Research on vehicular networking (V2X) security has produced a range of security mechanisms and protocols tailored for this domain, addressing both security and privacy. Typically, the security analysis of these proposals has largely been informal. However, formal analysis can be used to expose flaws and ultimately provide a higher level of assurance in the protocols.
  This paper focusses on the formal analysis of a particular element of security mechanisms for V2X found in many proposals: the revocation of malicious or misbehaving vehicles from the V2X system by invalidating their credentials. This revocation needs to be performed in an unlinkable way for vehicle privacy even in the context of vehicles regularly changing their pseudonyms. The REWIRE scheme by Forster et al. and its subschemes BASIC and RTOKEN aim to solve this challenge by means of cryptographic solutions and trusted hardware.
  Formal analysis using the TAMARIN prover identifies two flaws with some of the functional correctness and authentication properties in these schemes. We then propose Obscure Token (OTOKEN), an extension of REWIRE to enable revocation in a privacy preserving manner. Our approach addresses the functional and authentication properties by introducing an additional key-pair, which offers a stronger and verifiable guarantee of successful revocation of vehicles without resolving the long-term identity. Moreover OTOKEN is the first V2X revocation protocol to be co-designed with a formal model."
"Mapping the W3C Provenance Ontology (PROV-O) to the Basic Formal Ontology (BFO): Epistemological Considerations and Preliminary Implementation","https://scispace.com/paper/mapping-the-w3c-provenance-ontology-prov-o-to-the-basic-4idxhjm3m2","2024","Journal Article","","Tyler Procko
Omar Ochoa","10.2139/ssrn.4852748","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4852748","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PROV-O and BFO alignment; does not discuss Verifiable Credentials, their data model, or related formalizations.",""
"Ontology based Semantic Metadata for GeoScience Data","https://scispace.com/paper/ontology-based-semantic-metadata-for-geoscience-data-2w9mmsw805","2004","","","Viral Parekh
Jin-Ping (Jack) Gwo
Tim Finin","","https://scispace.com/pdf/ontology-based-semantic-metadata-for-geoscience-data-2w9mmsw805.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on OWL ontologies for geoscience metadata, without mentioning Verifiable Credentials; thus provides no coverage, formalization, mapping, or relevant formalism for VC.","In Geoscience domain, large amounts of data are accessible, however they vary in formats and are stored at various organizations leading to problems of data discovery, data interoperability and usability. In this paper, we propose a new semantic metadata paradigm based on ontologies and the use of Semantic Web languages. Our suggested data model ontology is used to guide the generation of metadata for individual datasets. This data model ontology defines elements to incorporate information about data identification, spatial extent, temporal extent, data presentation form, data content and data distribution regarding the dataset. Combining domain specific ontologies with this data model ontology offers a new approach to the generation of semantic metadata for datasets. The system allows the data provider to select concepts from domain ontologies that best describe the content within the dataset. This selection along with the links to domain ontologies is stored within the metadata file, thereby generating semantic metadata for the dataset. This metadata is capable of facilitating the end users of data with content based discovery of datasets irrespective of their locations and formats."
"BLS-MT-ZKP: A novel approach to selective disclosure of claims from digital credentials","https://scispace.com/paper/http://arxiv.org/abs/2402.15447v3","2024","Preprint","","Šeila Bećirović Ramić
Irfan Prazina
Damir Pozderac
Razija Turčinhodžić Mulahasanović
Saša Mrdović","10.1109/ACCESS.2024.3518597","https://arxiv.org/pdf/2402.15447v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on BLS signatures, Merkle trees, and Bulletproofs for selective disclosure; does not address the W3C VC model, formal specifications, or mapping to VC elements.","Digital credentials represent crucial elements of digital identity on the Internet. Credentials should have specific properties that allow them to achieve privacy-preserving capabilities. One of these properties is selective disclosure, which allows users to disclose only the claims or attributes they must. This paper presents a novel approach to selective disclosure BLS-MT-ZKP that combines existing cryptographic primitives: Boneh-Lynn-Shacham (BLS) signatures, Merkle hash trees (MT) and zero-knowledge proof (ZKP) method called Bulletproofs. Combining these methods, we achieve selective disclosure of claims while conforming to selective disclosure requirements. New requirements are defined based on the definition of selective disclosure and privacy spectrum. Besides selective disclosure, specific use cases for equating digital credentials with paper credentials are achieved. The proposed approach was compared to the existing solutions, and its security, threat, performance and limitation analysis was done. For validation, a proof-of-concept was implemented, and the execution time was measured to demonstrate the practicality and efficiency of the approach."
"An Information Centric Network for Distributed Registery withContent Unique Identifier (DID) and Verifiable Credentials","https://scispace.com/paper/an-information-centric-network-for-distributed-registery-3fvb1lqw","2023","Journal Article","International Journal of Advanced Research in Science, Communication and Technology","","10.48175/ijarsct-9733","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on an ICN‑based DID/VC registry architecture; lacks detailed VC data‑model description, formal ontology/metamodel, or explicit mappings to W3C VC concepts.","Decentralised Identifiers (DIDs), a new self-manageable method of authentication that is currently being standardised by the World Wide Web Consortium (W3C), are new standards for Content Unique Identifiers. Verifiable credentials (VCs), another ongoing standardisation (by the same W3C working group) that permits private and secure proofs of attribute ownership, are closely related to DIDs. Both of these methods rely on a central immutable decentralised registry (such as a blockchain or peer-to-peer network) where crucial meta-data is stored. Using the newly developing paradigm of Information Centric Networking (ICN), we design, construct, and evaluate a secure DID/VC registry service. The ''search by name'' feature of ICN, together with a secure protocol, are combined with the decentralised nature and our goal is to achieve technique for keeping in sync copies of an object at several locations. Our design has little network cost and provides quick lookup speeds because to ICN's built-in multicast and caching functionality"
"Developing an ontology of space: Application to 3D city modeling","https://scispace.com/paper/developing-an-ontology-of-space-application-to-3d-city-2cvi2lrrg7","2012","Proceedings Article","","Roland Billen
Chams Eddine Zaki
Myriam Servières
Guillaume Moreau
Pierre Hallot","10.1051/3U3D/201202007","https://scispace.com/pdf/developing-an-ontology-of-space-application-to-3d-city-2cvi2lrrg7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ontologies/meta‑models for 3D city data, not VC; offers relevant formalism concepts but lacks VC coverage, mapping, or use cases.","Although information modeling techniques and ontologies developments have been intensively used and studied, we believe that clear and logical links between these different concepts are missing. It is even more crucial in 3D city modeling context where standardization processes are less developed. In this paper, we first give an unambiguous view of the interrelations and dependencies between models and ontologies based on a top-level characterization of data, knowledge and information. We then propose an ontology of space aiming at strengthening basis of 3D City models, with a specific application to some objects of the CityGML 3D geo-information standard. Existing technologies provide means to organize and structure data in order to facilitate their storage and handling. ""Modeling"" is part of the procedure that ensures the transition from the real-world to the computing world. Modeling data may require several levels of abstraction. Traditionally, the approach of modeling, as recognized by the ANSI (American National Standards Institute), includes a step of perception of the real world (including the analysis of user problems and needs), followed by a sequence of three modeling steps: conceptual, logical and physical. This approach is designer / end- user-oriented: it implies structures, concepts and meta-models existence as well as prior formalization, non visible for the end-user. Implicitly or less often explicitly, an ontological level stands on the top of this approach, which is usually non-accessible for the end-user. Geographic data are specific in the sense that they refer to characteristics of different scales: attribute, spatial and temporal. Their models and their representations have been at the origin of a vast literature over the past two decades. However this diversity and multiplicity of actors and researches in this area have resulted in syntactic as well as semantic heterogeneities of data and reduced their interoperability. Syntactic interoperability addresses the technical level (eg, communications protocol, representation models and formats, etc.), while semantic interoperability is concerned with domain knowledge required for computer services to ""understand"" the intentions and capabilities of each service. To address the problems of interoperability, standards for geographic information have been developed by standardization organisms: Open Geospatial Consortium (OGC) or ISO/TC211 (ISO Technical Committee for Geographic Information and Geomatics). The use of these standards has gradually removed the difficulties resulting from data structure incompatibilities and syntax but does not allow solving all the problems stemming from the semantic heterogeneity. One of the most explored directions to address this last problem is the use of ontologies. Ontology is a formal technique for representing knowledge; it defines a concise conceptual basis for expert knowledge sharing and data interoperability, and offers users the ability to define and structure the"
"A provenance model for quantified self data","https://scispace.com/paper/a-provenance-model-for-quantified-self-data-kyzq3q8eub","2016","Book Chapter","International Conference on Universal Access in Human-Computer Interaction","Andreas Schreiber","10.1007/978-3-319-40250-5_37","https://elib.dlr.de/110536/1/20160721%20A%20Provenance%20Model%20for%20Quantified%20Self%20Data.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a PROV‑based provenance model for quantified‑self data; does not discuss Verifiable Credentials, related formalizations, or mappings.","Quantified Self became popular in recent years. People are tracking themselves with Wearables, smartphone apps, or desktop applications. They collect, process and store huge amounts of personal data for medical and other reasons. Due to the complexity of different data sources, apps, and cloud services, it is hard to follow the data flow and to have trust in data integrity and safety. We present a solution that helps to get insight in Quantified Self data flows and to answer questions related to data security. We provide a provenance model for Quantified Self data based on the W3C standard PROV. Using that model, developers and users can record provenance of Quantified Self apps and services with a standardized notation. We show the feasibility of the presented provenance model with a small workflow using steps data from Fitbit fitness tracker."
"PROV-N: The Provenance Notation","https://scispace.com/paper/prov-n-the-provenance-notation-4i6bpffvij","2013","","","Luc Moreau
Paolo Missier
James Cheney
Stian Soiland-Reyes","","https://scispace.com/pdf/prov-n-the-provenance-notation-4i6bpffvij.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PROV-N provenance notation, not on Verifiable Credentials; provides no VC coverage, formalization, or mapping.","Provenance is information about entities, activities, and people involved in producing a piece of data or thing, which can be used to form assessments about its quality, reliability or trustworthiness. PROV-DM is the conceptual data model that forms a basis for the W3C provenance (PROV) family of specifications. PROV-DM distinguishes core structures, forming the essence of provenance information, from extended structures catering for more specific uses of provenance. PROV-DM is organized in six components, respectively dealing with: (1) entities and activities, and the time at which they were created, used, or ended; (2) derivations of entities from entities; (3) agents bearing responsibility for entities that were generated and activities that happened; (4) a notion of bundle, a mechanism to support provenance of provenance; and, (5) properties to link entities that refer to the same thing; (6) collections forming a logical structure for its members. To provide examples of the PROV data model, the PROV notation (PROV-N) is introduced: aimed at human consumption, PROV-N allows serializations of PROV instances to be created in a compact manner. PROV-N facilitates the mapping of the PROV data model to concrete syntax, and is used as the basis for a formal semantics of PROV. The purpose of this document is to define the PROV-N notation."
"Keys on Doormats: Exposed API Credentials on the Web","https://scispace.com/paper/http://arxiv.org/abs/2603.12498v2","2026","Preprint","","Nurullah Demir
Yash Vekaria
Georgios Smaragdakis
Zakir Durumeric","","https://arxiv.org/pdf/2603.12498v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper investigates API key exposure on web pages and does not discuss W3C Verifiable Credentials, formal models, or any related mappings.","Application programming interfaces (APIs) have become a central part of the modern IT environment, allowing developers to enrich the functionality of applications and interact with third parties such as cloud and payment providers. This interaction often occurs through authentication mechanisms that rely on sensitive credentials such as API keys and tokens that require secure handling. Exposure of these credentials can pose significant consequences to organizations, as malicious attackers can gain access to related services. Previous studies have shown exposure of these sensitive credentials in different environments such as cloud platforms and GitHub. However, the web remains unexplored.
  In this paper, we study exposure of credentials on the web by analyzing 10M webpages. Our findings reveal that API credentials are widely and publicly exposed on the web, including highly popular and critical webpages such as those of global banks and firmware developers. We identify 1,748 distinct credentials from 14 service providers (e.g., cloud and payment providers) across nearly 10,000 webpages. Moreover, our analysis of archived data suggest credentials to remain exposed for periods ranging from a month to several years. We characterize web-specific exposure vectors and root causes, finding that most originate from JavaScript environments. We also discuss the outcomes of our responsible disclosure efforts that demonstrated a substantial reduction in credential exposure on the web."
"Achieving Business Process Model Interoperability Using Metamodels and Ontologies.","https://scispace.com/paper/achieving-business-process-model-interoperability-using-2cpjvagd3h","2007","Proceedings Article","European Conference on Information Systems","Peter Höfferer","","https://scispace.com/pdf/achieving-business-process-model-interoperability-using-2cpjvagd3h.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on business process metamodels and ontologies; no discussion of W3C Verifiable Credentials or related formalizations.","Common userand business-requirements demand an integrated view on the multitude of available information resources that are processed in a variety of heterogeneous information systems. Therefore, the research field of semantic integration which is a prerequisite for the interoperability of systems is of high importance. In this paper we focus on the semantic interoperability of business process models which is, for instance, of relevance for the interoperability of standard software or workflow engines that are configured by such processes. In order to perform such a task, the use of two alternative concepts is often proposed in literature: metamodels and ontologies. These two concepts are most often used without really reflecting their characteristics and their relationship to one another which is a critical shortcoming. Therefore, we provide an extensive discussion of these concepts which establishes the basis for their combined use for achieving semantic interoperability of business processes. In this context we will also discuss basic approaches for the mapping of model elements and ontology constructs which is of importance for providing inherent semantics. The paper is concluded with an outlook on the ongoing implementation of the proposed interoperability approach and its possible benefits for the area of service oriented architectures."
