"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Trust Me If You Can: Trusted Transformation Between (JSON) Schemas to Support Global Authentication of Education Credentials","https://scispace.com/paper/trust-me-if-you-can-trusted-transformation-between-json-tn869eyqmlmk","2022","Repository","","More, Stefan
Grassberger, Peter
Horandner Felix
Klausner, Lukas Daniel","10.48550/arxiv.2106.12793","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a decentralized ledger‑based trust system for education credentials and schema transformations, but lacks formal constraint models or explicit cross‑layer formalism.","Recruiters and institutions around the world struggle with the verification of diplomas issued in a diverse and global education setting. Firstly, it is a nontrivial problem to identify bogus institutions selling education credentials. While institutions are often accredited by qualified authorities on a regional level, there is no global authority fulfilling this task. Secondly, many different data schemas are used to encode education credentials, which represents a considerable challenge to automated processing. Consequently, significant manual effort is required to verify credentials. In this paper, we tackle these challenges by introducing a decentralized and open system to automatically verify the legitimacy of issuers and interpret credentials in unknown schemas. We do so by enabling participants to publish transformation information, which enables verifiers to transform credentials into their preferred schema. Due to the lack of a global root of trust, we utilize a distributed ledger to build a decentralized web of trust, which verifiers can query to gather information on the trustworthiness of issuing institutions and to establish trust in transformation information. Going beyond diploma fraud, our system can be generalized to tackle the generalized problem for other domains lacking a root of trust and agreements on data schemas. "
"A survey of trust in computer science and the Semantic Web","https://scispace.com/paper/a-survey-of-trust-in-computer-science-and-the-semantic-web-1vfcictdnl","2007","Journal Article","Journal of Web Semantics","Donovan Artz
Yolanda Gil","10.1016/J.WEBSEM.2007.03.002","https://www.isi.edu/~gil/papers/jws-trust-07.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Surveys credential‑based trust and policies, covering security and privacy; lacks formal cross‑layer models or formal methods, but provides cross‑concern discussion.",""
"A Self-Sovereign Identity Framework for Context-Aware De-Centralized Identifier Creation and Credential Verification","https://scispace.com/paper/a-self-sovereign-identity-framework-for-context-aware-de-fapxd8s7zd7d","2025","Journal Article","Engineered science","Shailaja Nitin Lohar
Sachin D. Babar
Parikshit N. Mahalle","10.30919/es1629","https://www.espublisher.com/uploads/article_pdf/es1629.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a credential‑based SSI framework using DIDs and verifiable credentials, directly addressing identity trust. Discusses security and privacy across layers, but lacks formal constraint models or formal methods.",""
"Federated Identity Management for Research Collaborations","https://scispace.com/paper/federated-identity-management-for-research-collaborations-1u1foqysfg","2012","","","Daan Broeder
Romain Wartel
Bob Jones
Philip Kershaw
David Kelsey
Stefan Lüders
Andrew Lyall
Tommi Nyrönen
Heinz J Weyer","10.5281/ZENODO.1307551","https://scispace.com/pdf/federated-identity-management-for-research-collaborations-1u1foqysfg.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Describes a federated identity framework with policies, privacy, and trust for research collaborations; offers cross‑concern insights but no formal models or formal methods for constraints.","This white-paper expresses common requirements of Research Communities seeking to leverage Identity Federation for
Authentication and Authorisation. Recommendations are made to Stakeholders to guide the future evolution of Federated
Identity Management in a direction that better satisfies research use cases. The authors represent research communities,
Research Services, Infrastructures, Identity Federations and Interfederations, with a joint motivation to ease collaboration
for distributed researchers. The content has been edited collaboratively by the Federated Identity Management for
Research (FIM4R) Community, with input sought at conferences and meetings in Europe, Asia and North America."
"Some relationships between two trust management languages","https://scispace.com/paper/some-relationships-between-two-trust-management-languages-503j02vq88","2006","","","Fabio Martinelli
Marinella Petrocchi","","https://scispace.com/pdf/some-relationships-between-two-trust-management-languages-503j02vq88.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a variant of Crypto‑CCS to model security policies, but does not address cross‑layer or cross‑concern constraints, nor focus on credential‑based identity frameworks.","In this paper, we continue our line of research for defining an integrated framework for the specification and analysis of security and trust, aimed at providing the basis for the modeling and analysis of security and trust aspects of emergent dynamic coalitions (e.g., mobile ad hoc networks, peer to peer systems, web services). In particular, we consider two well-known languages: 1) the Role-based Trust-management framework (RT) and, in particular, its most basic language RT0, and 2) the transitive trust model, for defining trust and recommendation relationships. First, we show an encoding of the transitive trust model into part of RT0; then, this subset is mapped into the inference construct of the Crypto-CCS process algebra. Also, we introduce in the languages operators dealing with levels of trust. The relationships among these languages could allow us to model and analyze trust and recommendation issues in distributed systems by means of standard formal techniques, based on inference systems."
"Trust Me If You Can: Trusted Transformation Between (JSON) Schemas to Support Global Authentication of Education Credentials","https://scispace.com/paper/trust-me-if-you-can-trusted-transformation-between-json-1x6eal2tzb","2021","Book Chapter","arXiv: Computers and Society","Stefan More
Peter Grassberger
Felix Hörandner
Andreas Abraham
Lukas Daniel Klausner","10.1007/978-3-030-78120-0_2","https://arxiv.org/pdf/2106.12793","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses decentralized ledger to verify issuer legitimacy and transform credential schemas, aligning with credential‑based trust frameworks, but lacks formal models, cross‑layer/concern analysis, and formal methods.","Recruiters and institutions around the world struggle with the verification of diplomas issued in a diverse and global education setting. Firstly, it is a nontrivial problem to identify bogus institutions selling education credentials. While institutions are often accredited by qualified authorities on a regional level, there is no global authority fulfilling this task. Secondly, many different data schemas are used to encode education credentials, which represents a considerable challenge to automated processing. Consequently, significant manual effort is required to verify credentials. 
In this paper, we tackle these challenges by introducing a decentralized and open system to automatically verify the legitimacy of issuers and interpret credentials in unknown schemas. We do so by enabling participants to publish transformation information, which enables verifiers to transform credentials into their preferred schema. Due to the lack of a global root of trust, we utilize a distributed ledger to build a decentralized web of trust, which verifiers can query to gather information on the trustworthiness of issuing institutions and to establish trust in transformation information. Going beyond diploma fraud, our system can be generalized to tackle the generalized problem for other domains lacking a root of trust and agreements on data schemas."
"Remote attestation approach by cross-layer security policy translation","https://scispace.com/paper/remote-attestation-approach-by-cross-layer-security-policy-5bg95omlyh","2016","Journal Article","IEEE International Conference on High Performance Computing, Data, and Analytics","Lingbo Jiang
Yu-Ping Wang
Tiehua Wen
Jianfeng Tan","10.1504/IJHPCN.2016.080408","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses cross‑layer policy translation for remote attestation, but lacks formal models, credential‑based identity focus, and multi‑concern constraint specifications.","The security policy can exactly reflect the security expectations of system models. Besides, it is also an important method of remote attestation of computing environment, which is based on model behaviours. Existing policy measurement approaches focus on single model. However, practical policies usually include various kinds of model properties so that existing methods cannot meet the demands of combined policy measurement and unified expectations of multiple collaborative mechanisms and dynamic control systems. This paper proposes a novel remote attestation approach based on cross-layer security policy translation, CPMA, which is used to verify security expectations and combined policy measurements of multiple model systems. CPMA presents security exception expressions and the descriptions of the high-layer policy and the low-layer policy. It also designs the translation algorithm and verification algorithm with low overhead to achieve the trusted measurement of multiple mechanism policies. Extensive evaluations show that CPMA can measure and verify system actions accurately and effectively."
"Exploring and Conceptualising Attestation","https://scispace.com/paper/exploring-and-conceptualising-attestation-1yaupznroy","2019","Book Chapter","International Conference on Conceptual Structures","Ian Oliver
John Howse
Gem Stapleton
Zohreh Shams
Mateja Jamnik","10.1007/978-3-030-23182-8_10","https://scispace.com/pdf/exploring-and-conceptualising-attestation-1yaupznroy.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses diagrammatic modeling for TPM attestation rules; lacks formal logic, cross‑layer/concern constraints, and identity‑credential focus required by criteria.","When formalising the rules of trust in the remote attestation of TPM-based computer systems it is paramount that the rules are precisely understood, supporting unambiguous communication of information about system requirements between engineers. We present a diagrammatic approach to modelling rules of trust using an extended version of concept diagrams. Within the context of our proof-of-concept Network Function Virtualisation and Attestation environment, these rules allow different level of trust to be explored and, importantly, allow us to identify when a computer system should not be trusted. To ensure that the modelling approach can be applied to general systems, we include generic patterns for extending our domain model and rules of trust. Consequently, through the use of a formal, yet accessible, diagrammatic notation, domain experts can define rules of trust for their systems."
"Trust Blueprints and Use Cases","https://scispace.com/paper/trust-blueprints-and-use-cases-2413v7ywno","2014","Proceedings Article","International Conference on the Digital Society","Deepak K. Vij
Ishita Majumdar
Naveen Dhar
George Vanecek","","https://scispace.com/pdf/trust-blueprints-and-use-cases-2413v7ywno.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses trust blueprints for cloud/IoT, touching on security and privacy across layers, but lacks formal models, formal methods, and credential‑centric identity focus.","As the scope of current distributed computing model envisioned by the contemporary cloud computing environment enlarges to future federated Intercloud and ubiquitous and pervasive computing models such as Internet of Things (IoT), many difficult problems and challenges arise. Security is one of the most important concerns of such a computing environment. Current security mechanisms are very static, inflexible and not granular enough to make efficient and informed decisions in the Service Provider based computing environment. The conventional trust mechanisms in place are inadequate at addressing granular level trust issues in the highly distributed open environments. In this paper, we explore various Trust Management schemes and blueprints for enabling a framework that interested parties can use to determine the trustworthiness of disparate and heterogeneous computing entities. The paper also enumerates various business use case scenarios articulating how such a Trust Management framework would be invaluable for addressing the current as well as future computing environments needs. Keywords-Trust Management; Internet of Things; Cloud Computing; Device Mobility; Authentication; XACML; Authorization; Intercloud; Context-Awareness; Evidence-based"
"CrossTrustchain: Cross-Chain Interoperability using Multivariate Trust Models","https://scispace.com/paper/crosstrustchain-cross-chain-interoperability-using-3qthe2nd","2023","Proceedings Article","","","10.1109/comsnets56262.2023.10041399","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses cross‑chain architecture to move trust values between blockchains, but lacks formal constraint models, formal methods, multi‑concern constraints, or credential‑centric identity focus.","With an exponential increase in intelligent data-driven applications in recent times, ensuring the reliability of this massive amount of data poses a great challenge. Fortunately, the advent of blockchain technologies could enable enforcing as well as managing trust in a transparent and robust manner. A trust value associated with a user or data can help prevent fraud and improve user experience. The same user or data source (an IoT device) can be a part of multiple blockchains considering the many-to-one mapping of running applications to the user (or devices) in a practical scenario. In such an ecosystem, it is important to preserve the hard-earned trust of a user across different chains. However, limited interoperability among multiple blockchains restricts the reusability and transitivity of trust realization, which would otherwise be helpful in reducing the overhead to a great extent. This naturally raises an interesting question: “How to enable a seamless flow of trust from one chain to the other without compromising the privacy of the data that would conform to the specific characteristics of individual blockchain and preserve the integrity of trust value?” In this paper, we design a novel architecture called CrossTrustchain to facilitate the interoperability of trust across different chains to address the stated problem. We also look at how the multivariate trust model can be interoperated between different chains. Finally, we conduct performance benchmarking for a banking use case scenario on Hyperledger Caliper and presented interesting results to open up newer possibilities for further research in this direction. "
"Supporting Formal Verification of Crosscutting Concerns","https://scispace.com/paper/supporting-formal-verification-of-crosscutting-concerns-2oua1yp9na","2001","Book Chapter","Lecture Notes in Computer Science","Torsten Nelson
Donald D. Cowan
Paulo S. C. Alencar","10.1007/3-540-45429-2_12","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses formal verification of concurrent processes to model and compose crosscutting concerns; provides a case study of composition strategies, but does not target credential‑based identity or layered constraint specifications.","This paper presents an approach to formal verification of the properties of systems composed of multiple crosscutting concerns. The approach models concerns as sets of concurrent processes, and provides a method of composition that mimics the composition operators of existing multiple-concern implementation languages. A case study demonstrates the composition process and shows how formal verification of different composition strategies can detect potential problems. We also discuss the need for a general model of concerns that can be handled by different formal languages."
"Building a Cross-Chain Identity: A Self-Sovereign Identity-Based Framework","https://scispace.com/paper/building-a-cross-chain-identity-a-self-sovereign-identity-38rm1r74x8","2023","Proceedings Article","","Marco Zecchini
Michael Peter Sober
D. Schulte
Andrea Vitaletti","10.1109/dapps57946.2023.00029","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SSI to enable cross‑chain identity without intermediaries; lacks formal constraint models or formal methods. Discusses interoperability across blockchains (cross‑layer) and relies on credential‑like identifiers, but does not address multiple non‑functional concerns or provide empirical validation.","There is a lack of effort in standardizing how users can connect their identities belonging to different blockchains and how to transfer on-chain data associated with each identity between ledgers. The absence of a general solution for managing a cross-chain identity can cause fragmentation, leading to the possibility of realizing applications that are more prone to security bugs. In this paper, we propose a framework to build a cross-chain identity based on the principles and standards of a new identity management paradigm, i.e., Self-Sovereign Identity (SSI). Promoting the standardization of applications running on the blockchain enhances their security and encourages the adoption of this technology in an increasing number of application contexts. According to the SSI paradigm, users create and update their identities in a blockchain without intermediaries. Following this principle, our framework does not require intermediaries to transfer identity-associated data from a source blockchain to a target blockchain. We realize that using a blockchain relay, an interoperability solution for storing and validating the headers of the source blockchain on the target blockchain. In our paper, we provide a new relay, the StateRelay, reducing the final usage costs for users willing to realize a cross-chain identity. We will show this by comparing its costs, in terms of transaction fees, with the other relay solutions in the literature."
"Modern Credential Access Control Approach Based On Pseudonymous Signature","https://scispace.com/paper/modern-credential-access-control-approach-based-on-2g99p0lbvf","2007","","","Faiz Ahmad
Rajesh Jalnekar","","https://scispace.com/pdf/modern-credential-access-control-approach-based-on-2g99p0lbvf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes pseudonymous certificates for access control, but lacks formal models, formal methods, or explicit cross‑layer/concern analysis; only loosely aligns with credential‑based trust frameworks.","Summary This paper proposes a modern credential access control approach which allows the organizations to provide their resources/services on the internet and grant access rights to users by employing Cryptographic Pseudonymous Signature. The concepts of Modern Credentials and Pseudonymous Signature are proposed with respect to Pseudonymous Identification Scheme to facilitate pseudonymity in access control service. These mechanisms highly protect the privacy rights of users and organizations and resolve the problem of scalability in identity and key-based access control systems: The prover keeps anonymous to verifier by informing the pseudonyms to receiver, and the receiver can not identify the sender from his pseudonym, but upon verifying the pseudonymous signature he can be ensured that the pseudonym belong to a trusted anonymous user from the trusted domain ."
"Credura: A Permissioned Blockchain Framework for Tamper-Proof Academic Credential Verification","https://scispace.com/paper/-UesQ3L1zFoJ","","","","V Eklaspur
S Deokar
D Patil","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a permissioned blockchain to issue and verify academic credentials, but lacks formal cross‑layer/concern constraint models or formal method specifications; focuses mainly on implementation latency and cryptographic integrity.",""
"Trust and Reliance in XAI -- Distinguishing Between Attitudinal and Behavioral Measures","https://scispace.com/paper/http://arxiv.org/abs/2203.12318v1","2022","Preprint","","Nicolas Scharowski
Sebastian A. C. Perrig
Nick von Felten
Florian Brühlmann","","https://arxiv.org/pdf/2203.12318v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on distinguishing attitudinal trust from behavioral reliance in XAI; no formal models, cross‑layer/concern analysis, or credential‑based identity discussion.","Trust is often cited as an essential criterion for the effective use and real-world deployment of AI. Researchers argue that AI should be more transparent to increase trust, making transparency one of the main goals of XAI. Nevertheless, empirical research on this topic is inconclusive regarding the effect of transparency on trust. An explanation for this ambiguity could be that trust is operationalized differently within XAI. In this position paper, we advocate for a clear distinction between behavioral (objective) measures of reliance and attitudinal (subjective) measures of trust. However, researchers sometimes appear to use behavioral measures when intending to capture trust, although attitudinal measures would be more appropriate. Based on past research, we emphasize that there are sound theoretical reasons to keep trust and reliance separate. Properly distinguishing these two concepts provides a more comprehensive understanding of how transparency affects trust and reliance, benefiting future XAI research."
"An Intensional Functional Model of Trust","https://scispace.com/paper/an-intensional-functional-model-of-trust-2pyyw3sndq","2008","Book Chapter","International Conference on Trust Management","Kaiyu Wan
V.S. Alagar","10.1007/978-0-387-09428-1_5","https://scispace.com/pdf/an-intensional-functional-model-of-trust-2pyyw3sndq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses lattice‑based formalism to model trust contexts, but lacks multi‑layer constraints, credential focus, and explicit cross‑concern specifications.","Computers have been in use for many years to build high confidence systems in safety-critical domains such as aircraft control, space transportation and exploration, and nuclear power plant management. However, due to the recent rush in developing ubiquitous and pervasive computing applications and a demand from across the world to access information from shared sources, the mosaic of computing ecosystem has undergone a radical change. It is in this context that computing has to be made trustworthy. To build and manage a trustworthy system it is necessary to blend and harmonize socially acceptable and technically feasible norms of trust. This in turn requires a generic formal model in which trust categories can be specified, trusted communication can be enabled, and trustworthy transactions can be specified and reasoned about. In this paper we introduce a formal intensional model of trust and suggest how it can be integrated into a trust management system."
"Towards a trustful digital world: exploring self-sovereign identity ecosystems","https://scispace.com/paper/http://arxiv.org/abs/2105.15131v3","2021","Preprint","","Gabriella Laatikainen
Taija Kolehmainen
Mengcheng Li
Markus Hautala
Antti Kettunen
Pekka Abrahamsson","","https://arxiv.org/pdf/2105.15131v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Explores SSI ecosystems and trustful digital interactions, but lacks formal models, cross‑layer/concern constraint specifications, and formal methods; only broadly aligns with credential‑based identity focus.","In the current global situation-burdened by, among others, a vast number of people without formal identification, digital leap, the need for health passports and contact tracking applications-providing private and secure digital identity for individuals, organizations and other entities is crucial. The emerging self-sovereign identity (SSI) solutions rely on distributed ledger technologies and verifiable credentials and have the potential to enable trustful digital interactions. In this human-centric paradigm, trust among actors can be established in a decentralized manner while the identity holders are able to own and control their confidential data. In this paper, we build on observations gathered in a field study to identify the building blocks, antecedents and possible outcomes of SSI ecosystems. We also showcase opportunities for researchers and practitioners to investigate this phenomenon from a wide range of domains and theories, such as the digital innovation ecosystems, value co-creation, surveillance theory, or entrepreneurship theories."
"Inter-Agent Trust Models: A Comparative Study of Brief, Claim, Proof, Stake, Reputation and Constraint in Agentic Web Protocol Design-A2A, AP2, ERC-8004, and Beyond","https://scispace.com/paper/http://arxiv.org/abs/2511.03434v1","2025","Preprint","","Botao 'Amber' Hu
Helena Rong","","https://arxiv.org/pdf/2511.03434v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on inter‑agent protocols (A2A, AP2, ERC‑8004) and trust models (Proof, Stake, Reputation) rather than credential‑based identity frameworks, formal methods, or cross‑layer/concern constraint specifications.","As the ""agentic web"" takes shape-billions of AI agents (often LLM-powered) autonomously transacting and collaborating-trust shifts from human oversight to protocol design. In 2025, several inter-agent protocols crystallized this shift, including Google's Agent-to-Agent (A2A), Agent Payments Protocol (AP2), and Ethereum's ERC-8004 ""Trustless Agents,"" yet their underlying trust assumptions remain under-examined. This paper presents a comparative study of trust models in inter-agent protocol design: Brief (self- or third-party verifiable claims), Claim (self-proclaimed capabilities and identity, e.g. AgentCard), Proof (cryptographic verification, including zero-knowledge proofs and trusted execution environment attestations), Stake (bonded collateral with slashing and insurance), Reputation (crowd feedback and graph-based trust signals), and Constraint (sandboxing and capability bounding). For each, we analyze assumptions, attack surfaces, and design trade-offs, with particular emphasis on LLM-specific fragilities-prompt injection, sycophancy/nudge-susceptibility, hallucination, deception, and misalignment-that render purely reputational or claim-only approaches brittle. Our findings indicate no single mechanism suffices. We argue for trustless-by-default architectures anchored in Proof and Stake to gate high-impact actions, augmented by Brief for identity and discovery and Reputation overlays for flexibility and social signals. We comparatively evaluate A2A, AP2, ERC-8004 and related historical variations in academic research under metrics spanning security, privacy, latency/cost, and social robustness (Sybil/collusion/whitewashing resistance). We conclude with hybrid trust model recommendations that mitigate reputation gaming and misinformed LLM behavior, and we distill actionable design guidelines for safer, interoperable, and scalable agent economies."
"Building Effective Virtual Teams: How to Overcome the Problems of Trust and Identity in Virtual Teams","https://scispace.com/paper/http://arxiv.org/abs/1404.7761v1","2014","Preprint","","Chris Kimble","10.1002/joe.20364","https://arxiv.org/pdf/1404.7761v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses trust and identity in virtual teams, but lacks formal models, cross‑layer/concern analysis, and credential‑centric frameworks; only loosely touches identity trust concepts.","This article explores some of the challenges faced when managing virtual teams, in particular the role played by trust and identity in virtual teams. It outlines why teams and virtual teams have become a valuable part of the modern organization and presents ten short case studies that illustrate the range of activities in which virtual teams can be found. Following this, the article examines some of the common problems encountered in virtual team working. It discusses two broad classes of solutions. The first are solutions that are essentially technical in nature (i.e., where changes to or improvements in technology would help to solve or ameliorate the problem); the second are more organizationally based (i.e., where the root of the problem is in people and how they are managed). The article concludes that both the technical and the organizational solutions need to be considered in parallel if an attempt to build an effective virtual team is to be successful."
"Decentralized Credential Status Management: A Paradigm Shift in Digital Trust","https://scispace.com/paper/http://arxiv.org/abs/2406.11511v2","2024","Preprint","","Patrick Herbke
Thomas Cory
Mauro Migliardi","10.1109/BRAINS63024.2024.10732832","https://arxiv.org/pdf/2406.11511v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses decentralized credential status and blockchain layers, but lacks formal constraint models, formal methods, and multi‑concern constraint specifications.","Public key infrastructures are essential for Internet security, ensuring robust certificate management and revocation mechanisms. The transition from centralized to decentralized systems presents challenges such as trust distribution and privacy-preserving credential management. The transition from centralized to decentralized systems is motivated by addressing the single points of failure inherent in centralized systems and leveraging decentralized technologies' transparency and resilience. This paper explores the evolution of certificate status management from centralized to decentralized frameworks, focusing on blockchain technology and advanced cryptography. We provide a taxonomy of the challenges of centralized systems and discuss opportunities provided by existing decentralized technologies. Our findings reveal that, although blockchain technologies enhance security and trust distribution, they represent a bottleneck for parallel computation and face inefficiencies in cryptographic computations. For this reason, we propose a framework of decentralized technology components that addresses such shortcomings to advance the paradigm shift toward decentralized credential status management."
"TRUST 2025: SCRITA and RTSS @ RO-MAN 2025","https://scispace.com/paper/http://arxiv.org/abs/2509.11402v1","2025","Preprint","","Alessandra Rossi
Patrick Holthaus
Gabriella Lakatos
Sílvia Moros
Ali Fallahi
Murat Kirtay
Marie Postma
Erhan Oztop","","https://arxiv.org/pdf/2509.11402v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a workshop on human‑robot trust, lacking formal models, cross‑layer/concern analysis, or credential‑based identity focus.","The TRUST workshop is the result of a collaboration between two established workshops in the field of Human-Robot Interaction: SCRITA (Trust, Acceptance and Social Cues in Human-Robot Interaction) and RTSS (Robot Trust for Symbiotic Societies). This joint initiative brings together the complementary goals of these workshops to advance research on trust from both the human and robot perspectives.
  Website: https://scrita.herts.ac.uk/2025/"
"Ontology Of Trusted Identity In Cyberspace","https://scispace.com/paper/ontology-of-trusted-identity-in-cyberspace-jr3ana5xpp","2011","Journal Article","Journal of Service Science","Jr. Harry Katzan","10.19030/JSS.V4I1.4267","https://scispace.com/pdf/ontology-of-trusted-identity-in-cyberspace-jr3ana5xpp.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers an ontology of trusted identity, mapping security and privacy concerns, but lacks formal cross‑layer constraint models, formal methods, and explicit credential‑based framework details.","The nations digital infrastructure is in jeopardy because of inadequate provisions for privacy, identity, and security. Recent Internet activity has resulted in an onslaught of identity theft, fraud, digital crime, and an increasing burden to responsible citizens. The computer security and Internet communities have been generally responsive but apparently ineffective, so it is time for a third party to step in, take charge, and provide an infrastructure to assist in protecting individuals and non-person entities. This paper is a contribution to the domain of ontological commitment as it applies to a description of subjects, objects, actions, and relationships as they pertain to the National Strategy of Trusted Identity in Cyberspace initiative."
"Exploring Value Propositions to Drive Self-Sovereign Identity Adoption","https://scispace.com/paper/exploring-value-propositions-to-drive-self-sovereign-59bx8gohcz","2021","Journal Article","","Mick Lockwood","10.3389/FBLOC.2021.611945","https://scispace.com/pdf/exploring-value-propositions-to-drive-self-sovereign-59bx8gohcz.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Explores self‑sovereign identity trust concepts but provides no formal models, methods, or cross‑layer/concern analyses; only loosely aligns with credential‑based identity focus.","This paper presents research exploring the balancing of interactive friction and value proposition in the context of Self-Sovereign Identity (SSI) technology adoption. This work extends a related investigation of a full agency engagement with a User-Centred Data Ecosystem utilising what is described as a Sovereign Boundary Mechanism (SBM). An SBM is a standardised collection of SSI interactions, which can collectively be described as a metaphorical ring of sovereignty between the participant and the wider network. Within this model participants control identity, relationships, credentials, data streams, and access control. This related work concludes that the developing trend poses significant interactive friction, and that clear and substantive value proposition would be required to drive and sustain participant adoption. This paper explores potential value propositions for SSI, considering theory relating to Privacy, Surveillance Capitalism, and Human Data Interaction; in parallel opinions are drawn from the thematic analysis of interviews with experts in the decentralised field and results from a public survey. This research concludes that the value proposition is unlikely to come from the direct perceived protection of privacy. Also, that the decentralised technologies cannot be marketed solely on the fact that it is decentralised. Instead, value will emerge from the capability of SSI functionality to supersede the centralised model, offering innovation and reduced transactional friction across individual, business and wider society. This research suggests that the SSI community needs to develop a cohesive design strategy, a clear narrative and vocabulary. Value needs to be defined across cultural context, while targeting accessible, high value niche opportunities to build momentum toward sustainable adoption."
"Asymmetric Distributed Trust","https://scispace.com/paper/http://arxiv.org/abs/1906.09314v2","2019","Preprint","","Orestis Alpos
Christian Cachin
Björn Tackmann
Luca Zanolini","","https://arxiv.org/pdf/1906.09314v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses formal definitions of asymmetric Byzantine quorum systems to model trust, but lacks credential‑based identity context, cross‑layer constraint specifications, and multi‑concern analysis.","Quorum systems are a key abstraction in distributed fault-tolerant computing for capturing trust assumptions. They can be found at the core of many algorithms for implementing reliable broadcasts, shared memory, consensus and other problems. This paper introduces asymmetric Byzantine quorum systems that model subjective trust. Every process is free to choose which combinations of other processes it trusts and which ones it considers faulty. Asymmetric quorum systems strictly generalize standard Byzantine quorum systems, which have only one global trust assumption for all processes. This work also presents protocols that implement abstractions of shared memory, broadcast primitives, and a consensus protocol among processes prone to Byzantine faults and asymmetric trust. The model and protocols pave the way for realizing more elaborate algorithms with asymmetric trust."
"Trust me if you can: Trusted transformation between (json) schemas to support global authentication of education credentials","https://scispace.com/paper/trust-me-if-you-can-trusted-transformation-between-json-2vqg0cc6re","2021","Book Chapter","Information Security","Stefan More
Peter Grassberger
Felix Hörandner
Andreas Abraham
Lukas Daniel Klausner","10.1007/978-3-030-78120-0_2","https://arxiv.org/pdf/2106.12793","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a prototype for trusted JSON schema transformation of education credentials, but lacks formal cross‑layer/concern models, formal methods, and broader comparative analysis.","Recruiters and institutions around the world struggle with the verification of diplomas issued in a diverse and global education setting. Firstly, it is a nontrivial problem to identify bogus institutions selling education credentials. While institutions are often accredited by qualified authorities on a regional level, there is no global authority fulfilling this task.Secondly, many different data schemas are used to encode education credentials, which represents a considerable challenge to automated processing. Consequently, significant manual effort is required to verify credentials."
"Designing Trustless Identity: A Multi-Layered Framework for Decentralized Verification in Web3 Ecosystems","https://scispace.com/paper/designing-trustless-identity-a-multi-layered-framework-for-jdabd7htkltn","2024","Journal Article","International Journal of Advanced Research in Science, Communication and Technology","Venkata Baladari","10.48175/ijarsct-19392","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers a multi‑layer Web3 identity framework addressing security, privacy, and compliance, but lacks formal models or formal methods for specifying constraints.","As digital interactions continue to shift toward decentralized platforms, the limitations of centralized identity systems such as data silos, lack of user control, and reliance on intermediaries have become increasingly apparent. This research introduces a structured, multi-layered framework to support the design and implementation of trustless digital identity systems aligned with the principles of Web3. The proposed model integrates five core components: standardized identity protocols, regulatory alignment, user-centric design, trusted institutional participation, and enterprise integration through middleware. Each layer addresses critical challenges such as legal recognition, interoperability, usability, and system scalability. By combining decentralized technologies with practical governance and user experience strategies, the framework aims to enable secure, verifiable, and portable identities that function across jurisdictions and platforms. This paper offers a foundational approach to advancing digital identity infrastructure in a way that is technically robust and socially inclusive "
